新欧尚餐厅,金鸡湖路205号欧尚超市二楼铺位号603-2001, WiFi 
阳江旅游大道餐厅,闸坡镇旅游大道北（N-西-009、N-西-010）莳元大厦首层, WiFi 店内参观 生日餐会 
景宁东方广场餐厅,景宁畲族自治县鹤溪街道鹤溪中路136号, WiFi 店内参观 
温州南塘新天地餐厅,飞霞南路南塘新天地一层, WiFi 店内参观 生日餐会 
骆驼爱琴海餐厅,骆驼街道汶骆路48-52号一层, WiFi 店内参观 生日餐会 
云间新天地餐厅,云间路192、196号, WiFi 
天瑞广场餐厅,嘉鱼县鱼岳镇沙阳大道168号天瑞时代广场一层, WiFi 店内参观 
济南东站餐厅,济青高铁济南东站JND-CY-06号场地, WiFi 
招商花园甜品站餐厅,浑南区营盘北街7号沈阳招商花园城购物中心【L-W01、B-101】, WiFi 
凌空携程餐厅,金钟路968号15号楼一层15-103-A号商铺, WiFi 
琅琊王路餐厅,解放路西段与临西七路交汇处华强购物广场112-117, WiFi 生日餐会 
古田DT餐厅,古田县六一四路中央名城10号楼一二层, WiFi 生日餐会 
昆明南站出发层餐厅,昆明南站J20号商铺, WiFi 
会仙路餐厅,会仙一路西首圣豪超市一层, WiFi 生日餐会 
佛山乐平大道-DT餐厅,三水区乐平镇乐平大道38号5座一楼, WiFi 店内参观 生日餐会 
千岛湖高铁站餐厅,千岛湖高铁站1F-08, WiFi 
壹海城餐厅,盐田区壹海城1Mall商场L2层008A号, WiFi 店内参观 生日餐会 
名都餐厅,红古区海石湾镇红古路名都广场一层, WiFi 店内参观 生日餐会 
西宸甜品站餐厅,营门口街道办事处茶店子村5组花照村4组龙湖西宸天街铺位号6F-07B, WiFi 
光明路餐厅,石碣镇光明路与同富东路交界的合信广场1号商业首层104号铺, WiFi 全天营业 店内参观 生日餐会 
萧山钱江世纪公园餐厅,钱江世纪公园A区10幢3号商铺, WiFi 
人民广场餐厅,城中心片上围路北侧区人民广场西侧1号铺之02单元肯德基餐厅, WiFi 生日餐会 
黄河中路餐厅餐厅,黄河中路188号中泽国货一层, WiFi 生日餐会 
星中心餐厅,龙泉镇新华西路与同心路交汇处一层, WiFi 生日餐会 
临安财富餐厅,锦城街道城中街钱王财富中心一层1-09铺位, WiFi 店内参观 
龙州餐厅,龙州路995号2022商铺, WiFi 店内参观 
玉田服务区餐厅餐厅,境内京哈高速（CI高速）京秦段玉田服务区（北区）, WiFi 
宏村餐厅,宏村镇际村宏村印象(宏村景区旅游配套服务改造提升项目)A区A1幢东侧楼1层, WiFi 
天津团泊奥莱餐厅餐厅,静海县团泊大道8号A1楼一层和二层, WiFi 店内参观 
黎阳映像餐厅,昱新路2号黎阳映像13幢, WiFi 店内参观 
金银湖餐厅,金银湖办事处金银湖路6号S3号楼一层, WiFi 店内参观 
东站二楼外卖点餐厅,东站路3 号广州火车东站综合楼裙楼二楼自编A区02号, WiFi 
中央大道甜品站餐厅,沙河口区西安路103-1.103-2.103-3号L4-007.L1-009-B商铺, WiFi 生日餐会 
大华锦绣餐厅,高新园区博翔街49号一层102室, WiFi 
都匀万达餐厅,经济开发区斗篷山路227号万达广场, WiFi 
瓜沥七彩小镇餐厅,瓜沥镇七彩城2幢一层101、103号以及光华路373、375、377号商铺, WiFi 店内参观 生日餐会 
淄博高铁北站餐厅,济青高铁淄博北站18m商业夹层ZBB-CY-03号, WiFi 店内参观 
本溪万达甜品站餐厅,平山路118栋, WiFi 店内参观 
孝感服务区餐厅,G70福银高速汉十高速段孝感服务区北区肯德基餐厅(新浦镇方向), WiFi 
姜堰万家福餐厅,罗塘街道姜堰大道380号姜堰万家福广场一层, WiFi 
太阳岛餐厅,边境经济合作区商贸旅游区A区6号楼101、102号一层, WiFi 
机场T1外卖点餐厅,双流国际机场T1候机楼DEP1-F-3, WiFi 
樱花湖餐厅,悦湖路91号荣成九龙城购物广场一层, WiFi 生日餐会 
茅山服务区餐厅,金坛市茅山风景旅游区518号茅山服务区一层, WiFi 
板仓路甜品站餐厅,星沙板仓路中茂城五楼, WiFi 
恒发餐厅,凌源市南大街21号, WiFi 
浪荣路餐厅,龙华区大浪街道浪荣路大浪万联购物广场F1层, WiFi 全天营业 店内参观 生日餐会 
芒果馆餐厅,三一大道综合农场湖南国际会展中心东附楼一层, WiFi 店内参观 
望嵩广场餐厅,广育路西侧、广成路南侧、望嵩路东侧望嵩文化广场一层, WiFi 店内参观 生日餐会 
吉首-步步高餐厅,武陵东路步步高商业广场一楼, WiFi 店内参观 生日餐会 
高新时代甜品站餐厅,高新区, WiFi 
西安火车站餐厅,环城北路48号西安火车站西广场雨廊, WiFi 全天营业 
五常新天地餐厅,五常市文苑街新天地购物广场10号商服, WiFi 生日餐会 
玉龙雪山餐厅,玉龙纳西族自治县玉龙雪山甘海子（A-E）栋1-2层（肯德基玉龙雪山餐厅）18760801710, WiFi 
北桥餐厅,沪闵路2528号一层, WiFi 
华都汇餐厅,开发区绿华路48号华都汇购物中心负一层, WiFi 店内参观 
邯郸环球中心甜品餐厅,层纵柱38柱位，横柱H柱位）人民路以南、人民南路以北（人民东路456号）环球中心5层CD-5002（5, WiFi 
邯郸环球中心餐厅餐厅,人民路以南、人民南路以北（人民东路456号）环球中心负1层B127, WiFi 
蓝海华庭餐厅,河东区新风街蓝海华庭一层A028商铺, WiFi 店内参观 生日餐会 
灵璧石都餐厅,灵璧县齐眉山路与汴河路交口莱迪1086广场一层, WiFi 
扬州五彩世界餐厅,京华城路8号五彩世界生活广场一层北门, WiFi 店内参观 
钦州东站餐厅,市辖区永福大街钦州东站二层, WiFi 店内参观 
周庄中翔餐厅,周庄镇世纪大道南288号中翔广场一层, WiFi 
天成太平洋餐厅,睢宁县睢河街道中山北路201号天成太平洋一层, WiFi 
万象城甜品站餐厅,成华区双庆路8号万象城第4层K410号商铺, WiFi 
大理建设路甜品站餐厅,建设路55号, WiFi 
东四南大街餐厅,东四南大街1号一层东北侧商铺及二层商铺, WiFi 生日餐会 
小塘餐厅,狮山镇小塘四环路66号紫悦明都一层自编1F001二层自编2F001, WiFi 店内参观 
观光路餐厅,福城街道大水坑三村白田排厂房(凯润时代广场)首层, WiFi 全天营业 店内参观 生日餐会 
诸暨服务区（东）餐厅餐厅,王家井镇凉风洞村诸暨服务区（东）, WiFi 
诸暨服务区（西）餐厅餐厅,王家井镇凉风洞村诸暨服务区（西）, WiFi 
那马餐厅,兰海高速G75那马服务区上行线综合楼一层, WiFi 店内参观 
泉城公园餐厅,区经十路18762号泉城公园映日湖北岸, WiFi 
汉中火车站餐厅,火车站候车厅1层1F-2号, WiFi 
鹿寨餐厅餐厅,鹿寨镇文化广场商业一区汇锦大厦1+2F, WiFi 全天营业 店内参观 生日餐会 
三江立体城餐厅,三江街道环江大道北侧三江立体城汇江庭立体城购物中心1F1018、2F2020-1商铺, WiFi 店内参观 
橘洲一号餐厅,北京东三路18号橘洲一号（2栋负一楼商铺）首层, WiFi 全天营业 店内参观 生日餐会 
昆明火车站餐厅,昆明站站房东侧一楼11号商铺, WiFi 
王家湾家乐福甜品站餐厅,汉阳大道577号一楼, WiFi 店内参观 
新哈站餐厅,南岗区海关街182-2沪士大厦一层, WiFi 
光谷新发展餐厅,关山大道473号光谷新发展国际中心一层A1-23, WiFi 
后沙峪山姆餐厅,后沙峪镇安平街北侧9#商业楼三层, WiFi 店内参观 生日餐会 
广外越都荟餐厅,广安门外大街178、180、甲180号1层F1-03A、04号商铺, WiFi 
廿三里开元餐厅,义乌市廿三里镇开元南街2号一层, WiFi 生日餐会 
南通崇川餐厅,崇川路79号南通国际青创园4号楼一层, WiFi 
名门世家餐厅,南湖大道西侧727号南湖名门世家一层, WiFi 店内参观 生日餐会 
怀宁德辰盒小马餐厅,育儿路188号德辰广场盒小马超市1F, WiFi 
兰州中心甜品站餐厅,七里河区西津西路16号兰州中心购物广场三楼, WiFi 店内参观 生日餐会 
乐之地餐厅,台州南路68号乐之地商业广场A1--62栋一层、二层肯德基, WiFi 店内参观 
流亭机场2楼出发厅外卖点餐厅,城阳区流亭镇民航路99号青岛流亭国际机场F2, WiFi 生日餐会 
东部百联餐厅,高新东区孙村片区春晖路6777号A150商铺, WiFi 
丰县欢乐城餐厅,中阳大道北、东城路西侧一层, WiFi 
城东大道甜品站餐厅,水悦城购物中心, WiFi 店内参观 
黄屋屯南北餐厅,市辖区兰海高速G75黄屋屯服务区上行线综合楼一层, WiFi 店内参观 
石家庄海世界甜品站餐厅,裕华区天山大街116号天山海世界一层1FL002, WiFi 
丁字沽物美餐厅餐厅,红桥区丁字沽三号路南侧、风尚公寓西侧物美生活广场一层(铺位号：1468-F1-A008, WiFi 
红宇大道餐厅,红宇大道中央大街, WiFi 
温州滨江广场甜品站餐厅,鞋都大道235号, WiFi 店内参观 
火车站到达餐厅,长沙站站房雨廊20-21号, WiFi 
乌兰大街甜品站餐厅,乌兰大街与哈萨尔路交汇处新玛特休闲购物广场一楼, WiFi 
星光餐厅,南湾街道龙岗大道东部英郡假日广场二层F2-49、50、51、52号, WiFi 生日餐会 
宁波浙海DT餐厅,鄞州区高桥镇学院路1、5、9号、联丰中路1300号房产101室, WiFi 店内参观 生日餐会 
孝感高速服务区外卖点餐厅,G70汉十高速孝感服务区南区, WiFi 店内参观 生日餐会 
银泰咖啡亭餐厅,曲江银泰广场负一楼肯德基餐厅, WiFi 
黑大中央红餐厅,学府路74号, WiFi 
太格茂餐厅,郑东新区平安大道北、博学路东融创文化大厦1层, WiFi 店内参观 生日餐会 
万科缤纷里餐厅,永宁路与东莱北街交汇处万科缤纷里一层, WiFi 生日餐会 
学府餐厅,学府大街19号, WiFi 
汇翠广场餐厅,-07铺桂城街平东社区柏丽翡翠大道7-10号信汇广场1首层自编号JP1-05、P1, WiFi 店内参观 
成都机场T2到达精选餐厅,双流县成都双流国际机场T2候机楼到达层, WiFi 
大渡河路餐厅,普陀区金沙江路960号一层1-1、二层2-1商铺, WiFi 
新天一餐厅,华阳镇寺街西帕提亚广场, WiFi 全天营业 店内参观 
西安华为园区餐厅,锦业路127号华为基地, WiFi 全天营业 店内参观 生日餐会 
古镇利和餐厅,古镇镇同兴路98号利和广场购物中心首层1001A, WiFi 店内参观 生日餐会 
柳州大江郡餐厅,市辖区白沙路2号保利国际中心2号裙楼一层, WiFi 店内参观 
廊坊香河物美餐厅餐厅,新华大街与五一路交口，香河物美超市一层铺位号1520-F1-A001-1和1520-F1-A001-2，二层铺位号1520-F2-B030, WiFi 生日餐会 
山海名门餐厅,里水镇洲村里广路2号广物国际广场首层L1-01A号铺, WiFi 店内参观 生日餐会 
晋城星悦城餐厅,北石店镇畅安路星悦城购物中心一层, WiFi 店内参观 生日餐会 
望京西餐厅,望京西园丙410号楼一层3号, WiFi 店内参观 
凯德御锦城餐厅,浐河东路凯德广场御锦城1层01-14室, WiFi 店内参观 
江阴城南DT餐厅,澄江街道融科朝宗府长庆路与中山路交汇处, WiFi 店内参观 
甘坑小镇餐厅,布吉街道甘坑客家小镇古建房屋13#碉楼附属楼D栋101铺位, WiFi 店内参观 生日餐会 
桂林漓江路餐厅,七星区七星路26号国贸益华城一层, WiFi 店内参观 生日餐会 
万科金域中央餐厅,桂城街道永胜东路4号金域中央万科里(备案名万科金域花园)28栋28-101, WiFi 店内参观 生日餐会 
贵阳机场T1到达餐厅,龙洞堡国际机场T1航站楼达到层, WiFi 
凤凰餐厅,凤凰县南华路（原县政府）一、二、三层, WiFi 店内参观 生日餐会 
海拉尔东山机场餐厅,东山上东山机场2层, WiFi 
粤美特餐厅,高新南七道1号粤美特大厦一楼, WiFi 店内参观 
河源和平餐厅,阳明镇和平大道西世纪广场酒店主楼第壹层1号商铺、主楼第壹号的部分, WiFi 店内参观 生日餐会 
绍兴环宇一号餐厅,凤林西路302号一层302-2号商铺, WiFi 店内参观 生日餐会 
兰州东方红7F甜品站餐厅,广场南路4号国芳百货购物广场7层, WiFi 
大角湾餐厅,闸坡镇银都酒店南侧（天一宾馆）一、二楼, WiFi 店内参观 
火车站西广场餐厅餐厅,桥西区新客站西广场地下负二层2-13号铺位, WiFi 
琶洲会展外卖点餐厅,阅江中路380号架空层（自编A区）1.1南门外东边经营点, WiFi 
十堰远洋国际餐厅,五堰街办北京北路83A号1幢2-1, WiFi 
K11餐厅,博览路2甲1号 L3层3049号商铺, WiFi 
临平余之城餐厅,南苑街道余之城2幢101室154单元房屋, WiFi 生日餐会 
武陵城餐厅,辰溪镇东风西路与辰州北路交汇处辰溪武陵城酒店一层, WiFi 店内参观 生日餐会 
青原大道餐厅,青原区青原大道以西金鑫未来港一层, WiFi 店内参观 
江畔餐厅,中央大街259号, WiFi 店内参观 
东方国际餐厅,黄埔大道中299号（现广州东方国际商业广场）首层, WiFi 全天营业 店内参观 
美林广场餐厅,黄埔大道东663号一层自编005号铺, WiFi 全天营业 店内参观 
秦皇岛卢龙餐厅餐厅,龙城路西侧、永旺大街南侧兴龙广缘商业综合体一层3号, WiFi 生日餐会 
三亚大东海餐厅,榆亚大道113号三亚林达海景酒店A栋, WiFi 全天营业 店内参观 
高新万科餐厅,高新技术产业开发区科学大道红叶路89号万科城公寓二期E座万科广场一层, WiFi 生日餐会 
八方餐厅,观沙路268号24品生活方式中心G层, WiFi 店内参观 生日餐会 
海信甜品餐厅,解放路188号信达广场裙楼3F336号, WiFi 
岱山餐厅,岱山北路15号荟邻生活广场1层1F-101号商铺, WiFi 
鞍山万象汇甜品站餐厅,建国大道700号华润置地广场万象汇, WiFi 
百花汇餐厅,一环东路西北侧花园酒店西侧百花汇购物广场1层, WiFi 店内参观 生日餐会 
东山机场外卖点餐厅,东山机场2层, WiFi 全天营业 店内参观 生日餐会 
嵊泗嘉域餐厅,兴海路345号嘉域生活中心一层101、102、103号商铺, WiFi 店内参观 生日餐会 
中弘餐厅,涧西区武汉路以东、联盟路以北、康滇路以西、规划路以南中弘范特区一层, WiFi 店内参观 生日餐会 
太湖号移动餐车餐厅,蠡园街道建筑西路599-1号无锡国家工业设计园, WiFi 
平遥古城餐厅,平遥县平遥古城南大街64号, WiFi 
新鸿港餐厅,迎宾路新鸿港市场1号楼林达奥特莱斯, WiFi 店内参观 生日餐会 
顺义顺平路甜品站餐厅,后沙峪镇安平街5号院1号楼4F10-02, WiFi 
嘉里餐厅,大连路1666号赣东北商贸城A2-14路嘉里中心一层, WiFi 
太和百太星马餐厅,太和县民安大道与建设路交口百太星马广场一层161号铺位、二层201-1号铺位, WiFi 
海口远大餐厅,长滨四路7号远大购物中心, WiFi 店内参观 生日餐会 
茂名华侨城餐厅,光华南路128号大院华侨城广场首层, WiFi 店内参观 生日餐会 
新蒲汇餐厅,新浦新区新遵大道与播州大道交汇处新浦汇购物中心临播州大道一层1F-2-1铺位, WiFi 生日餐会 
吉林火车站外卖点餐厅,重庆路1号吉林站二层候车厅商岛东起2号位, WiFi 
彬州西大街餐厅,彬州市西大街中段53号世纪华联购物广场, WiFi 
文献步行街餐厅,莆田文献步行街, WiFi 店内参观 生日餐会 
南京肯德基有限公司华采天地甜品站餐厅,建邺区江东中路258号华采天地地下一层B1F-01/21号铺位, 生日餐会 
南京肯德基有限公司华采天地餐厅餐厅,建邺区江东中路258号华采天地三层F3-32号铺位, WiFi 店内参观 
宇信大裕城餐厅,建设路与明山路交叉口宇信大裕城一层, WiFi 生日餐会 
滨海港城餐厅,滨海县港城路99号欧宝利亚商业广场A一层102室、103室, WiFi 
象屿路餐厅,湖里区象屿路97号D栋1层, WiFi 
东莞国贸甜品站餐厅,东城区鸿福东路1号国贸中心5号商业楼四层L4-NGD-03（甜品站）, WiFi 
南皮信和餐厅餐厅,光荣南大街西侧信和商厦北侧1层铺位001号底商, WiFi 生日餐会 
西安T11餐厅,唐延路11号T11 商场F座一层肯德基餐厅, WiFi 店内参观 
滨江海威餐厅,西兴街道与物联网街交叉口西北角 新郡大厦3号楼1F, WiFi 
